Date,Open,High,Low,Close
09/16/2015,"1,978.02","1,997.26","1,977.93","1,995.31"
09/15/2015,"1,955.10","1,983.19","1,954.30","1,978.09"
09/14/2015,"1,963.06","1,963.06","1,948.27","1,953.03"
09/11/2015,"1,951.45","1,961.05","1,939.19","1,961.05"
09/10/2015,"1,941.59","1,965.29","1,937.19","1,952.29"
09/09/2015,"1,971.45","1,988.63","1,937.88","1,942.04"
09/08/2015,"1,927.30","1,970.42","1,927.30","1,969.41"
09/04/2015,"1,947.76","1,947.76","1,911.21","1,921.22"
09/03/2015,"1,950.79","1,975.01","1,944.72","1,951.13"
09/02/2015,"1,916.52","1,948.91","1,916.52","1,948.86"
09/01/2015,"1,970.09","1,970.09","1,903.07","1,913.85"
08/31/2015,"1,986.73","1,986.73","1,965.98","1,972.18"
08/28/2015,"1,986.06","1,993.48","1,975.19","1,988.87"
08/27/2015,"1,942.77","1,989.60","1,942.77","1,987.66"
08/26/2015,"1,872.75","1,943.09","1,872.75","1,940.51"
08/25/2015,"1,898.08","1,948.04","1,867.08","1,867.61"
08/24/2015,"1,965.15","1,965.15","1,867.01","1,893.21"
08/21/2015,"2,034.08","2,034.08","1,970.89","1,970.89"
08/20/2015,"2,076.61","2,076.61","2,035.73","2,035.73"
08/19/2015,"2,095.69","2,096.17","2,070.53","2,079.61"
08/18/2015,"2,101.99","2,103.47","2,094.14","2,096.92"
08/17/2015,"2,089.70","2,102.87","2,079.30","2,102.44"
08/14/2015,"2,083.15","2,092.45","2,080.61","2,091.54"
08/13/2015,"2,086.19","2,092.93","2,078.26","2,083.39"
08/12/2015,"2,081.10","2,089.06","2,052.09","2,086.05"
08/11/2015,"2,102.66","2,102.66","2,076.49","2,084.07"
08/10/2015,"2,080.98","2,105.35","2,080.98","2,104.18"
08/07/2015,"2,082.61","2,082.61","2,067.91","2,077.57"
08/06/2015,"2,100.75","2,103.32","2,075.53","2,083.56"
08/05/2015,"2,095.27","2,112.66","2,095.27","2,099.84"
08/04/2015,"2,097.68","2,102.51","2,088.60","2,093.32"
08/03/2015,"2,104.49","2,105.70","2,087.31","2,098.04"
07/31/2015,"2,111.60","2,114.24","2,102.07","2,103.84"
07/30/2015,"2,106.78","2,110.48","2,094.97","2,108.63"
07/29/2015,"2,094.70","2,110.60","2,094.08","2,108.57"
07/28/2015,"2,070.75","2,095.60","2,069.09","2,093.25"
07/27/2015,"2,078.19","2,078.19","2,063.52","2,067.64"
07/24/2015,"2,102.24","2,106.01","2,077.09","2,079.65"
07/23/2015,"2,114.16","2,116.87","2,098.63","2,102.15"
07/22/2015,"2,118.21","2,118.51","2,110.00","2,114.15"
07/21/2015,"2,127.55","2,128.49","2,115.40","2,119.21"
07/20/2015,"2,126.85","2,132.82","2,123.65","2,128.28"
07/17/2015,"2,126.80","2,128.91","2,119.88","2,126.64"
07/16/2015,"2,110.55","2,124.42","2,110.55","2,124.29"
07/15/2015,"2,109.01","2,114.14","2,102.49","2,107.40"
07/14/2015,"2,099.72","2,111.98","2,098.18","2,108.95"
07/13/2015,"2,080.03","2,100.67","2,080.03","2,099.60"
07/10/2015,"2,052.74","2,081.31","2,052.74","2,076.62"
07/09/2015,"2,049.73","2,074.28","2,049.73","2,051.31"
07/08/2015,"2,077.66","2,077.66","2,044.66","2,046.68"
07/07/2015,"2,069.52","2,083.74","2,044.02","2,081.34"
07/06/2015,"2,073.95","2,078.61","2,058.40","2,068.76"
07/02/2015,"2,078.03","2,085.06","2,071.02","2,076.78"
07/01/2015,"2,067.00","2,082.78","2,067.00","2,077.42"
06/30/2015,"2,061.19","2,074.28","2,056.32","2,063.11"
06/29/2015,"2,098.63","2,098.63","2,056.64","2,057.64"
06/26/2015,"2,102.62","2,108.92","2,095.38","2,101.49"
06/25/2015,"2,109.96","2,116.04","2,101.78","2,102.31"
06/24/2015,"2,123.65","2,125.10","2,108.58","2,108.58"
06/23/2015,"2,123.16","2,128.03","2,119.89","2,124.20"
06/22/2015,"2,112.50","2,129.87","2,112.50","2,122.85"
06/19/2015,"2,121.06","2,121.64","2,109.45","2,109.99"
06/18/2015,"2,101.58","2,126.65","2,101.58","2,121.24"
06/17/2015,"2,097.40","2,106.79","2,088.86","2,100.44"
06/16/2015,"2,084.26","2,097.40","2,082.10","2,096.29"
06/15/2015,"2,091.34","2,091.34","2,072.49","2,084.43"
06/12/2015,"2,107.43","2,107.43","2,091.33","2,094.11"
06/11/2015,"2,106.24","2,115.02","2,106.24","2,108.86"
06/10/2015,"2,081.12","2,108.50","2,081.12","2,105.20"
06/09/2015,"2,079.07","2,085.62","2,072.14","2,080.15"
06/08/2015,"2,092.34","2,093.01","2,079.11","2,079.28"
06/05/2015,"2,095.09","2,100.99","2,085.67","2,092.83"
06/04/2015,"2,112.35","2,112.89","2,093.23","2,095.84"
06/03/2015,"2,110.64","2,121.92","2,109.61","2,114.07"
06/02/2015,"2,110.41","2,117.59","2,099.14","2,109.60"
06/01/2015,"2,108.64","2,119.15","2,102.54","2,111.73"
05/29/2015,"2,120.66","2,120.66","2,104.89","2,107.39"
05/28/2015,"2,122.27","2,122.27","2,112.86","2,120.79"
05/27/2015,"2,105.13","2,126.22","2,105.13","2,123.48"
05/26/2015,"2,125.34","2,125.34","2,099.18","2,104.20"
05/22/2015,"2,130.36","2,132.15","2,126.06","2,126.06"
05/21/2015,"2,125.55","2,134.28","2,122.95","2,130.82"
05/20/2015,"2,127.79","2,134.72","2,122.59","2,125.85"
05/19/2015,"2,129.45","2,133.02","2,124.50","2,127.83"
05/18/2015,"2,121.30","2,131.78","2,120.01","2,129.20"
05/15/2015,"2,122.07","2,123.89","2,116.79","2,122.73"
05/14/2015,"2,100.43","2,121.45","2,100.43","2,121.10"
05/13/2015,"2,099.62","2,110.19","2,096.04","2,098.48"
05/12/2015,"2,102.87","2,105.06","2,085.57","2,099.12"
05/11/2015,"2,115.56","2,117.69","2,104.58","2,105.33"
05/08/2015,"2,092.13","2,117.66","2,092.13","2,116.10"
05/07/2015,"2,079.96","2,092.90","2,074.99","2,088.00"
05/06/2015,"2,091.26","2,098.42","2,067.93","2,080.15"
05/05/2015,"2,112.63","2,115.24","2,088.46","2,089.46"
05/04/2015,"2,110.23","2,120.95","2,110.23","2,114.49"
05/01/2015,"2,087.38","2,108.41","2,087.38","2,108.29"
04/30/2015,"2,105.52","2,105.52","2,077.59","2,085.51"
04/29/2015,"2,112.49","2,113.65","2,097.41","2,106.85"
04/28/2015,"2,108.35","2,116.09","2,094.89","2,114.76"
04/27/2015,"2,119.29","2,125.92","2,107.04","2,108.92"
04/24/2015,"2,112.80","2,120.92","2,112.80","2,117.69"
04/23/2015,"2,107.21","2,120.49","2,103.19","2,112.93"
04/22/2015,"2,098.27","2,109.98","2,091.05","2,107.96"
04/21/2015,"2,102.82","2,109.64","2,094.38","2,097.29"
04/20/2015,"2,084.11","2,103.94","2,084.11","2,100.40"
04/17/2015,"2,102.58","2,102.58","2,072.37","2,081.18"
04/16/2015,"2,105.96","2,111.30","2,100.02","2,104.99"
04/15/2015,"2,097.82","2,111.91","2,097.82","2,106.63"
04/14/2015,"2,092.28","2,098.62","2,083.24","2,095.84"
04/13/2015,"2,102.03","2,107.65","2,092.33","2,092.43"
04/10/2015,"2,091.51","2,102.61","2,091.51","2,102.06"
04/09/2015,"2,081.29","2,093.31","2,074.29","2,091.18"
04/08/2015,"2,076.94","2,086.69","2,073.30","2,081.90"
04/07/2015,"2,080.79","2,089.81","2,076.10","2,076.33"
04/06/2015,"2,064.87","2,086.99","2,056.52","2,080.62"
04/02/2015,"2,060.03","2,072.17","2,057.32","2,066.96"
04/01/2015,"2,067.63","2,067.63","2,048.38","2,059.69"
03/31/2015,"2,084.05","2,084.05","2,067.04","2,067.89"
03/30/2015,"2,064.11","2,088.97","2,064.11","2,086.24"
03/27/2015,"2,055.78","2,062.83","2,052.96","2,061.02"
03/26/2015,"2,059.94","2,067.15","2,045.50","2,056.15"
03/25/2015,"2,093.10","2,097.43","2,061.05","2,061.05"
03/24/2015,"2,103.94","2,107.63","2,091.50","2,091.50"
03/23/2015,"2,107.99","2,114.86","2,104.42","2,104.42"
03/20/2015,"2,090.32","2,113.92","2,090.32","2,108.10"
03/19/2015,"2,098.69","2,098.69","2,085.56","2,089.27"
03/18/2015,"2,072.84","2,106.85","2,061.23","2,099.50"
03/17/2015,"2,080.59","2,080.59","2,065.08","2,074.28"
03/16/2015,"2,055.35","2,081.41","2,055.35","2,081.19"
03/13/2015,"2,064.56","2,064.56","2,041.17","2,053.40"
03/12/2015,"2,041.10","2,066.41","2,041.10","2,065.95"
03/11/2015,"2,044.69","2,050.08","2,039.69","2,040.24"
03/10/2015,"2,076.14","2,076.14","2,044.16","2,044.16"
03/09/2015,"2,072.25","2,083.49","2,072.21","2,079.43"
03/06/2015,"2,100.91","2,100.91","2,067.27","2,071.26"
03/05/2015,"2,098.54","2,104.25","2,095.22","2,101.04"
03/04/2015,"2,107.72","2,107.72","2,087.62","2,098.53"
03/03/2015,"2,115.76","2,115.76","2,098.26","2,107.78"
03/02/2015,"2,105.23","2,117.52","2,104.50","2,117.39"
02/27/2015,"2,110.88","2,112.74","2,103.75","2,104.50"
02/26/2015,"2,113.91","2,113.91","2,103.76","2,110.74"
02/25/2015,"2,115.30","2,119.59","2,109.89","2,113.86"
02/24/2015,"2,109.10","2,117.94","2,105.87","2,115.48"
02/23/2015,"2,109.83","2,110.05","2,103.00","2,109.66"
02/20/2015,"2,097.65","2,110.61","2,085.44","2,110.30"
02/19/2015,"2,099.25","2,102.13","2,090.79","2,097.45"
02/18/2015,"2,099.16","2,100.23","2,092.15","2,099.68"
02/17/2015,"2,096.47","2,101.30","2,089.80","2,100.34"
02/13/2015,"2,088.78","2,097.03","2,086.70","2,096.99"
02/12/2015,"2,069.98","2,088.53","2,069.98","2,088.48"
02/11/2015,"2,068.55","2,073.48","2,057.99","2,068.53"
02/10/2015,"2,049.38","2,070.86","2,048.62","2,068.59"
02/09/2015,"2,053.47","2,056.16","2,041.88","2,046.74"
02/06/2015,"2,062.28","2,072.40","2,049.97","2,055.47"
02/05/2015,"2,043.45","2,063.55","2,043.45","2,062.52"
02/04/2015,"2,048.86","2,054.74","2,036.72","2,041.51"
02/03/2015,"2,022.71","2,050.30","2,022.71","2,050.03"
02/02/2015,"1,996.67","2,021.66","1,980.90","2,020.85"
01/30/2015,"2,019.35","2,023.32","1,993.38","1,994.99"
01/29/2015,"2,002.45","2,024.64","1,989.18","2,021.25"
01/28/2015,"2,032.34","2,042.49","2,001.49","2,002.16"
01/27/2015,"2,047.86","2,047.86","2,019.91","2,029.55"
01/26/2015,"2,050.42","2,057.62","2,040.97","2,057.09"
01/23/2015,"2,062.98","2,062.98","2,050.54","2,051.82"
01/22/2015,"2,034.30","2,064.62","2,026.38","2,063.15"
01/21/2015,"2,020.19","2,038.29","2,012.04","2,032.12"
01/20/2015,"2,020.76","2,028.94","2,004.49","2,022.55"
01/16/2015,"1,992.25","2,020.46","1,988.12","2,019.42"
01/15/2015,"2,013.75","2,021.35","1,991.47","1,992.67"
01/14/2015,"2,018.40","2,018.40","1,988.44","2,011.27"
01/13/2015,"2,031.58","2,056.93","2,008.25","2,023.03"
01/12/2015,"2,046.13","2,049.30","2,022.58","2,028.26"
01/09/2015,"2,063.45","2,064.43","2,038.33","2,044.81"
01/08/2015,"2,030.61","2,064.08","2,030.61","2,062.14"
01/07/2015,"2,005.55","2,029.61","2,005.55","2,025.90"
01/06/2015,"2,022.15","2,030.25","1,992.44","2,002.61"
01/05/2015,"2,054.44","2,054.44","2,017.34","2,020.58"
01/02/2015,"2,058.90","2,072.36","2,046.04","2,058.20"
