Date,Open,High,Low,Close
08/28/2014,"1,997.42","1,998.55","1,990.52","1,996.74"
08/27/2014,"2,000.54","2,002.14","1,996.20","2,000.12"
08/26/2014,"1,998.59","2,005.04","1,998.59","2,000.02"
08/25/2014,"1,991.74","2,001.95","1,991.74","1,997.92"
08/22/2014,"1,992.60","1,993.54","1,984.76","1,988.40"
08/21/2014,"1,986.82","1,994.76","1,986.82","1,992.37"
08/20/2014,"1,980.46","1,988.57","1,977.68","1,986.51"
08/19/2014,"1,972.73","1,982.57","1,972.73","1,981.60"
08/18/2014,"1,958.36","1,971.99","1,958.36","1,971.74"
08/15/2014,"1,958.87","1,964.04","1,941.50","1,955.06"
08/14/2014,"1,947.41","1,955.23","1,947.41","1,955.18"
08/13/2014,"1,935.60","1,948.41","1,935.60","1,946.72"
08/12/2014,"1,935.73","1,939.65","1,928.29","1,933.75"
08/11/2014,"1,933.43","1,944.90","1,933.43","1,936.92"
08/08/2014,"1,910.35","1,932.38","1,909.01","1,931.59"
08/07/2014,"1,923.03","1,928.89","1,904.78","1,909.57"
08/06/2014,"1,917.29","1,927.91","1,911.45","1,920.24"
08/05/2014,"1,936.34","1,936.34","1,913.77","1,920.21"
08/04/2014,"1,926.62","1,942.92","1,921.20","1,938.99"
08/01/2014,"1,929.80","1,937.35","1,916.37","1,925.15"
07/31/2014,"1,965.14","1,965.14","1,930.67","1,930.67"
07/30/2014,"1,973.21","1,978.90","1,962.42","1,970.07"
07/29/2014,"1,980.03","1,984.85","1,969.95","1,969.95"
07/28/2014,"1,978.25","1,981.52","1,967.31","1,978.91"
07/25/2014,"1,984.60","1,984.60","1,974.37","1,978.34"
07/24/2014,"1,988.07","1,991.39","1,985.79","1,987.98"
07/23/2014,"1,985.32","1,989.23","1,982.44","1,987.01"
07/22/2014,"1,975.65","1,986.24","1,975.65","1,983.53"
07/21/2014,"1,976.93","1,976.93","1,965.77","1,973.63"
07/18/2014,"1,961.54","1,979.91","1,960.82","1,978.22"
07/17/2014,"1,979.75","1,981.80","1,955.59","1,958.12"
07/16/2014,"1,976.35","1,983.94","1,975.67","1,981.57"
07/15/2014,"1,977.36","1,982.52","1,965.34","1,973.28"
07/14/2014,"1,969.86","1,979.85","1,969.86","1,977.10"
07/11/2014,"1,965.76","1,968.67","1,959.63","1,967.57"
07/10/2014,"1,966.67","1,969.84","1,952.86","1,964.68"
07/09/2014,"1,965.10","1,974.15","1,965.10","1,972.83"
07/08/2014,"1,976.39","1,976.39","1,959.46","1,963.71"
07/07/2014,"1,984.22","1,984.22","1,974.88","1,977.65"
07/03/2014,"1,975.88","1,985.59","1,975.88","1,985.44"
07/02/2014,"1,973.06","1,976.67","1,972.58","1,974.62"
07/01/2014,"1,962.29","1,978.58","1,962.29","1,973.32"
06/30/2014,"1,960.79","1,964.24","1,958.22","1,960.23"
06/27/2014,"1,956.56","1,961.47","1,952.18","1,960.96"
06/26/2014,"1,959.89","1,959.89","1,944.69","1,957.22"
06/25/2014,"1,949.27","1,960.83","1,947.49","1,959.53"
06/24/2014,"1,961.97","1,968.17","1,948.34","1,949.98"
06/23/2014,"1,962.92","1,963.74","1,958.89","1,962.61"
06/20/2014,"1,960.45","1,963.91","1,959.17","1,962.87"
06/19/2014,"1,957.50","1,959.87","1,952.26","1,959.48"
06/18/2014,"1,942.73","1,957.74","1,939.29","1,956.98"
06/17/2014,"1,937.15","1,943.69","1,933.55","1,941.99"
06/16/2014,"1,934.84","1,941.15","1,930.91","1,937.78"
06/13/2014,"1,930.80","1,937.30","1,927.69","1,936.16"
06/12/2014,"1,943.35","1,943.35","1,925.78","1,930.11"
06/11/2014,"1,949.37","1,949.37","1,940.08","1,943.89"
06/10/2014,"1,950.34","1,950.86","1,944.64","1,950.79"
06/09/2014,"1,948.97","1,955.55","1,947.16","1,951.27"
06/06/2014,"1,942.41","1,949.44","1,942.41","1,949.44"
06/05/2014,"1,928.52","1,941.74","1,922.93","1,940.46"
06/04/2014,"1,923.06","1,928.63","1,918.60","1,927.88"
06/03/2014,"1,923.07","1,925.07","1,918.79","1,924.24"
06/02/2014,"1,923.87","1,925.88","1,915.98","1,924.97"
05/30/2014,"1,920.33","1,924.03","1,916.64","1,923.57"
05/29/2014,"1,910.60","1,920.03","1,909.82","1,920.03"
05/28/2014,"1,911.77","1,914.46","1,907.30","1,909.78"
05/27/2014,"1,902.01","1,912.28","1,902.01","1,911.91"
05/23/2014,"1,893.32","1,901.26","1,893.32","1,900.53"
05/22/2014,"1,888.19","1,896.33","1,885.39","1,892.49"
05/21/2014,"1,873.34","1,888.80","1,873.34","1,888.03"
05/20/2014,"1,884.88","1,884.88","1,868.14","1,872.83"
05/19/2014,"1,876.66","1,886.00","1,872.42","1,885.08"
05/16/2014,"1,871.19","1,878.28","1,864.82","1,877.86"
05/15/2014,"1,888.16","1,888.16","1,862.36","1,870.85"
05/14/2014,"1,897.13","1,897.13","1,885.77","1,888.53"
05/13/2014,"1,896.75","1,902.17","1,896.06","1,897.45"
05/12/2014,"1,880.03","1,897.13","1,880.03","1,896.65"
05/09/2014,"1,875.27","1,878.57","1,867.02","1,878.48"
05/08/2014,"1,877.39","1,889.07","1,870.05","1,875.63"
05/07/2014,"1,868.53","1,878.83","1,859.79","1,878.21"
05/06/2014,"1,883.69","1,883.69","1,867.72","1,867.72"
05/05/2014,"1,879.45","1,885.51","1,866.77","1,884.66"
05/02/2014,"1,885.30","1,891.33","1,878.50","1,881.14"
05/01/2014,"1,884.39","1,888.59","1,878.04","1,883.68"
04/30/2014,"1,877.10","1,885.20","1,872.69","1,883.95"
04/29/2014,"1,870.78","1,880.60","1,870.78","1,878.33"
04/28/2014,"1,865.00","1,877.01","1,850.61","1,869.43"
04/25/2014,"1,877.72","1,877.72","1,859.70","1,863.40"
04/24/2014,"1,881.97","1,884.06","1,870.24","1,878.61"
04/23/2014,"1,879.32","1,879.75","1,873.91","1,875.39"
04/22/2014,"1,872.57","1,884.89","1,872.57","1,879.55"
04/21/2014,"1,865.79","1,871.89","1,863.18","1,871.89"
04/17/2014,"1,861.73","1,869.63","1,856.72","1,864.85"
04/16/2014,"1,846.01","1,862.31","1,846.01","1,862.31"
04/15/2014,"1,831.45","1,844.02","1,816.29","1,842.98"
04/14/2014,"1,818.18","1,834.19","1,815.80","1,830.61"
04/11/2014,"1,830.65","1,835.07","1,814.36","1,815.69"
04/10/2014,"1,872.28","1,872.53","1,830.87","1,833.08"
04/09/2014,"1,852.64","1,872.43","1,852.38","1,872.18"
04/08/2014,"1,845.48","1,854.95","1,837.49","1,851.96"
04/07/2014,"1,863.92","1,864.04","1,841.48","1,845.04"
04/04/2014,"1,890.25","1,897.28","1,863.26","1,865.09"
04/03/2014,"1,891.43","1,893.80","1,882.65","1,888.77"
04/02/2014,"1,886.61","1,893.17","1,883.79","1,890.90"
04/01/2014,"1,873.96","1,885.84","1,873.96","1,885.52"
03/31/2014,"1,859.16","1,875.18","1,859.16","1,872.34"
03/28/2014,"1,850.07","1,866.63","1,850.07","1,857.62"
03/27/2014,"1,852.11","1,855.55","1,842.11","1,849.04"
03/26/2014,"1,867.09","1,875.92","1,852.56","1,852.56"
03/25/2014,"1,859.48","1,871.87","1,855.96","1,865.62"
03/24/2014,"1,867.67","1,873.34","1,849.69","1,857.44"
03/21/2014,"1,874.53","1,883.97","1,863.46","1,866.52"
03/20/2014,"1,860.09","1,873.49","1,854.63","1,872.01"
03/19/2014,"1,872.25","1,874.14","1,850.35","1,860.77"
03/18/2014,"1,858.92","1,873.76","1,858.92","1,872.25"
03/17/2014,"1,842.81","1,862.30","1,842.81","1,858.83"
03/14/2014,"1,845.07","1,852.44","1,839.57","1,841.13"
03/13/2014,"1,869.06","1,874.40","1,841.86","1,846.34"
03/12/2014,"1,866.15","1,868.38","1,854.38","1,868.20"
03/11/2014,"1,878.26","1,882.35","1,863.88","1,867.63"
03/10/2014,"1,877.86","1,877.87","1,867.04","1,877.17"
03/07/2014,"1,878.52","1,883.57","1,870.56","1,878.04"
03/06/2014,"1,874.18","1,881.94","1,874.18","1,877.03"
03/05/2014,"1,874.05","1,876.53","1,871.11","1,873.81"
03/04/2014,"1,849.23","1,876.23","1,849.23","1,873.91"
03/03/2014,"1,857.68","1,857.68","1,834.44","1,845.73"
02/28/2014,"1,855.12","1,867.92","1,847.67","1,859.45"
02/27/2014,"1,844.90","1,854.53","1,841.13","1,854.29"
02/26/2014,"1,845.79","1,852.65","1,840.66","1,845.16"
02/25/2014,"1,847.66","1,852.91","1,840.19","1,845.12"
02/24/2014,"1,836.78","1,858.71","1,836.78","1,847.61"
02/21/2014,"1,841.07","1,846.13","1,835.60","1,836.25"
02/20/2014,"1,829.24","1,842.79","1,824.58","1,839.78"
02/19/2014,"1,838.90","1,847.50","1,826.99","1,828.75"
02/18/2014,"1,839.03","1,842.87","1,835.01","1,840.76"
02/14/2014,"1,828.46","1,841.65","1,825.59","1,838.63"
02/13/2014,"1,814.82","1,830.25","1,809.22","1,829.83"
02/12/2014,"1,820.12","1,826.55","1,815.97","1,819.26"
02/11/2014,"1,800.45","1,823.54","1,800.41","1,819.75"
02/10/2014,"1,796.20","1,799.94","1,791.83","1,799.84"
02/07/2014,"1,776.01","1,798.03","1,776.01","1,797.02"
02/06/2014,"1,752.99","1,774.06","1,752.99","1,773.43"
02/05/2014,"1,753.38","1,755.79","1,737.92","1,751.64"
02/04/2014,"1,743.82","1,758.73","1,743.82","1,755.20"
02/03/2014,"1,782.68","1,784.83","1,739.66","1,741.89"
01/31/2014,"1,790.88","1,793.88","1,772.26","1,782.59"
01/30/2014,"1,777.17","1,798.77","1,777.17","1,794.19"
01/29/2014,"1,790.15","1,790.15","1,770.45","1,774.20"
01/28/2014,"1,783.00","1,793.87","1,779.49","1,792.50"
01/27/2014,"1,791.03","1,795.98","1,772.88","1,781.56"
01/24/2014,"1,826.96","1,826.96","1,790.29","1,790.29"
01/23/2014,"1,842.29","1,842.29","1,820.06","1,828.46"
01/22/2014,"1,844.71","1,846.87","1,840.88","1,844.86"
01/21/2014,"1,841.05","1,849.31","1,832.38","1,843.80"
01/17/2014,"1,844.23","1,846.04","1,835.23","1,838.70"
01/16/2014,"1,847.99","1,847.99","1,840.30","1,845.89"
01/15/2014,"1,840.52","1,850.84","1,840.52","1,848.38"
01/14/2014,"1,821.36","1,839.26","1,821.36","1,838.88"
01/13/2014,"1,841.26","1,843.45","1,815.52","1,819.20"
01/10/2014,"1,840.06","1,843.15","1,832.43","1,842.37"
01/09/2014,"1,839.00","1,843.23","1,830.38","1,838.13"
01/08/2014,"1,837.90","1,840.02","1,831.40","1,837.49"
01/07/2014,"1,828.71","1,840.10","1,828.71","1,837.88"
01/06/2014,"1,832.31","1,837.16","1,823.73","1,826.77"
01/03/2014,"1,833.21","1,838.24","1,829.13","1,831.37"
01/02/2014,"1,845.86","1,845.86","1,827.74","1,831.98"
